year,round,grand_prix,finish_position,number,driver,constructor,stint_compounds,stint_lengths,total_stops,total_laps
2018,1,Australian Grand Prix,1,5,VET,Ferrari,"['US', 'S']","[26, 32]",1,58
2018,1,Australian Grand Prix,2,44,HAM,Mercedes,"['US', 'S']","[19, 39]",1,58
2018,1,Australian Grand Prix,3,7,RAI,Ferrari,"['US', 'S']","[18, 40]",1,58
2018,1,Australian Grand Prix,4,3,RIC,Red Bull Racing,"['SS', 'S']","[26, 32]",1,58
2018,1,Australian Grand Prix,5,14,ALO,McLaren,"['US', 'S']","[26, 32]",1,58
2018,1,Australian Grand Prix,6,33,VER,Red Bull Racing,"['SS', 'S']","[21, 37]",1,58
2018,1,Australian Grand Prix,7,27,HUL,Renault,"['US', 'S']","[24, 34]",1,58
2018,1,Australian Grand Prix,8,77,BOT,Mercedes,"['US', 'SS']","[25, 33]",1,58
2018,1,Australian Grand Prix,9,2,VAN,McLaren,"['US', 'SS']","[25, 33]",1,58
2018,1,Australian Grand Prix,10,55,SAI,Renault,"['US', 'S']","[22, 36]",1,58
2018,1,Australian Grand Prix,11,11,PER,Force India,"['US', 'S']","[24, 34]",1,58
2018,1,Australian Grand Prix,12,31,OCO,Force India,"['US', 'S']","[23, 35]",1,58
2018,1,Australian Grand Prix,13,16,LEC,Sauber,"['SS', 'S', 'US']","[20, 7, 31]",2,58
2018,1,Australian Grand Prix,14,18,STR,Williams,"['SS', 'S', 'US']","[25, 4, 29]",2,58
2018,1,Australian Grand Prix,15,28,HAR,Toro Rosso,"['S', 'US']","[22, 35]",1,57
2018,1,Australian Grand Prix,DNF,8,GRO,Haas F1 Team,['US'],[24],0,24
2018,1,Australian Grand Prix,DNF,20,MAG,Haas F1 Team,['US'],[22],0,22
2018,1,Australian Grand Prix,DNF,10,GAS,Toro Rosso,['US'],[13],0,13
2018,1,Australian Grand Prix,DNF,9,ERI,Sauber,['SS'],[5],0,5
2018,1,Australian Grand Prix,DNF,35,SIR,Williams,['SS'],[4],0,4
2018,2,Bahrain Grand Prix,1,5,VET,Ferrari,"['SS', 'S']","[18, 39]",1,57
2018,2,Bahrain Grand Prix,2,77,BOT,Mercedes,"['SS', 'M']","[20, 37]",1,57
2018,2,Bahrain Grand Prix,3,44,HAM,Mercedes,"['S', 'M']","[26, 31]",1,57
2018,2,Bahrain Grand Prix,4,10,GAS,Toro Rosso,"['SS', 'S', 'SS']","[15, 19, 23]",2,57
2018,2,Bahrain Grand Prix,5,20,MAG,Haas F1 Team,"['SS', 'SS', 'S']","[13, 14, 30]",2,57
2018,2,Bahrain Grand Prix,6,27,HUL,Renault,"['SS', 'S', 'SS']","[15, 24, 18]",2,57
2018,2,Bahrain Grand Prix,7,14,ALO,McLaren,"['S', 'M', 'SS']","[14, 25, 17]",2,56
2018,2,Bahrain Grand Prix,8,2,VAN,McLaren,"['SS', 'S', 'M']","[10, 18, 28]",2,56
2018,2,Bahrain Grand Prix,9,9,ERI,Sauber,"['S', 'M']","[23, 33]",1,56
2018,2,Bahrain Grand Prix,10,31,OCO,Force India,"['SS', 'M', 'S']","[15, 20, 21]",2,56
2018,2,Bahrain Grand Prix,11,55,SAI,Renault,"['SS', 'SS', 'S']","[16, 10, 30]",2,56
2018,2,Bahrain Grand Prix,12,16,LEC,Sauber,"['S', 'M', 'SS']","[3, 31, 22]",2,56
2018,2,Bahrain Grand Prix,13,8,GRO,Haas F1 Team,"['SS', 'S', 'SS', 'SS']","[18, 12, 15, 11]",3,56
2018,2,Bahrain Grand Prix,14,18,STR,Williams,"['S', 'SS', 'M']","[10, 20, 26]",2,56
2018,2,Bahrain Grand Prix,15,35,SIR,Williams,"['S', 'M', 'SS']","[22, 18, 16]",2,56
2018,2,Bahrain Grand Prix,16,11,PER,Force India,"['S', 'M', 'SS']","[9, 23, 24]",2,56
2018,2,Bahrain Grand Prix,17,28,HAR,Toro Rosso,"['SS', 'S', 'SS']","[20, 22, 14]",2,56
2018,2,Bahrain Grand Prix,DNF,7,RAI,Ferrari,"['SS', 'S']","[20, 15]",1,35
2018,2,Bahrain Grand Prix,DNF,33,VER,Red Bull Racing,"['S', 'SS']","[1, 2]",1,3
2018,2,Bahrain Grand Prix,DNF,3,RIC,Red Bull Racing,[],[],0,1
2018,3,Chinese Grand Prix,1,3,RIC,Red Bull Racing,"['US', 'S']","[47, 9]",1,56
2018,3,Chinese Grand Prix,2,77,BOT,Mercedes,"['S', 'M']","[47, 9]",1,56
2018,3,Chinese Grand Prix,3,7,RAI,Ferrari,"['S', 'M']","[47, 9]",1,56
2018,3,Chinese Grand Prix,4,44,HAM,Mercedes,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,5,33,VER,Red Bull Racing,"['US', 'S']","[46, 10]",1,56
2018,3,Chinese Grand Prix,6,27,HUL,Renault,"['US', 'S']","[46, 10]",1,56
2018,3,Chinese Grand Prix,7,14,ALO,McLaren,"['S', 'M']","[47, 9]",1,56
2018,3,Chinese Grand Prix,8,5,VET,Ferrari,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,9,55,SAI,Renault,"['US', 'S']","[46, 10]",1,56
2018,3,Chinese Grand Prix,10,20,MAG,Haas F1 Team,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,11,31,OCO,Force India,"['S', 'US']","[46, 10]",1,56
2018,3,Chinese Grand Prix,12,11,PER,Force India,"['US', 'S']","[46, 10]",1,56
2018,3,Chinese Grand Prix,13,2,VAN,McLaren,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,14,18,STR,Williams,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,15,35,SIR,Williams,"['S', 'S']","[46, 10]",1,56
2018,3,Chinese Grand Prix,16,9,ERI,Sauber,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,17,8,GRO,Haas F1 Team,"['US', 'US']","[46, 10]",1,56
2018,3,Chinese Grand Prix,18,10,GAS,Toro Rosso,"['M', 'US']","[46, 10]",1,56
2018,3,Chinese Grand Prix,19,16,LEC,Sauber,"['S', 'M']","[46, 10]",1,56
2018,3,Chinese Grand Prix,20,28,HAR,Toro Rosso,"['US', 'S']","[46, 5]",1,51
2018,4,Azerbaijan Grand Prix,1,44,HAM,Mercedes,"['SS', 'S', 'US']","[22, 18, 11]",2,51
2018,4,Azerbaijan Grand Prix,2,7,RAI,Ferrari,"['S', 'US']","[40, 11]",1,51
2018,4,Azerbaijan Grand Prix,3,11,PER,Force India,"['US', 'S', 'SS']","[2, 38, 11]",2,51
2018,4,Azerbaijan Grand Prix,4,5,VET,Ferrari,"['SS', 'S', 'US']","[30, 10, 11]",2,51
2018,4,Azerbaijan Grand Prix,5,55,SAI,Renault,"['US', 'S', 'US']","[15, 25, 11]",2,51
2018,4,Azerbaijan Grand Prix,6,16,LEC,Sauber,"['SS', 'S', 'US']","[24, 16, 11]",2,51
2018,4,Azerbaijan Grand Prix,7,14,ALO,McLaren,"['S', 'US']","[40, 11]",1,51
2018,4,Azerbaijan Grand Prix,8,18,STR,Williams,"['SS', 'S', 'US']","[23, 17, 11]",2,51
2018,4,Azerbaijan Grand Prix,9,2,VAN,McLaren,"['SS', 'S', 'US', 'US', 'US']","[17, 8, 14, 7, 5]",4,51
2018,4,Azerbaijan Grand Prix,10,28,HAR,Toro Rosso,"['US', 'SS', 'US']","[22, 17, 12]",2,51
2018,4,Azerbaijan Grand Prix,11,9,ERI,Sauber,"['S', 'US', 'US', 'US']","[18, 18, 3, 12]",3,51
2018,4,Azerbaijan Grand Prix,12,10,GAS,Toro Rosso,"['US', 'S', 'US']","[12, 27, 12]",2,51
2018,4,Azerbaijan Grand Prix,13,20,MAG,Haas F1 Team,"['S', 'US']","[39, 12]",1,51
2018,4,Azerbaijan Grand Prix,DNF,77,BOT,Mercedes,"['SS', 'US']","[39, 9]",1,48
2018,4,Azerbaijan Grand Prix,DNF,8,GRO,Haas F1 Team,"['S', 'SS', 'US']","[1, 38, 3]",2,42
2018,4,Azerbaijan Grand Prix,DNF,33,VER,Red Bull Racing,"['SS', 'US']","[37, 2]",1,39
2018,4,Azerbaijan Grand Prix,DNF,3,RIC,Red Bull Racing,"['SS', 'US']","[36, 3]",1,39
2018,4,Azerbaijan Grand Prix,DNF,27,HUL,Renault,['US'],[10],0,10
2018,4,Azerbaijan Grand Prix,DNF,31,OCO,Force India,['US'],[0],0,0
2018,4,Azerbaijan Grand Prix,DNF,35,SIR,Williams,['SS'],[0],0,0
2018,5,Spanish Grand Prix,1,44,HAM,Mercedes,"['S', 'M']","[25, 41]",1,66
2018,5,Spanish Grand Prix,2,77,BOT,Mercedes,"['S', 'M']","[19, 47]",1,66
2018,5,Spanish Grand Prix,3,33,VER,Red Bull Racing,"['S', 'M']","[34, 32]",1,66
2018,5,Spanish Grand Prix,4,5,VET,Ferrari,"['S', 'M', 'M']","[17, 24, 25]",2,66
2018,5,Spanish Grand Prix,5,3,RIC,Red Bull Racing,"['S', 'M']","[33, 33]",1,66
2018,5,Spanish Grand Prix,6,20,MAG,Haas F1 Team,"['S', 'M']","[32, 33]",1,65
2018,5,Spanish Grand Prix,7,55,SAI,Renault,"['S', 'M']","[25, 40]",1,65
2018,5,Spanish Grand Prix,8,14,ALO,McLaren,"['SS', 'M']","[21, 44]",1,65
2018,5,Spanish Grand Prix,9,11,PER,Force India,"['S', 'M', 'S']","[26, 14, 24]",2,64
2018,5,Spanish Grand Prix,10,16,LEC,Sauber,"['S', 'M']","[20, 44]",1,64
2018,5,Spanish Grand Prix,11,18,STR,Williams,"['S', 'M']","[20, 44]",1,64
2018,5,Spanish Grand Prix,12,28,HAR,Toro Rosso,"['M', 'M']","[33, 31]",1,64
2018,5,Spanish Grand Prix,13,9,ERI,Sauber,"['M', 'S']","[35, 29]",1,64
2018,5,Spanish Grand Prix,14,35,SIR,Williams,"['M', 'M', 'SS']","[24, 17, 22]",2,63
2018,5,Spanish Grand Prix,DNF,2,VAN,McLaren,"['S', 'M']","[33, 12]",1,45
2018,5,Spanish Grand Prix,DNF,31,OCO,Force India,"['S', 'M']","[28, 10]",1,38
2018,5,Spanish Grand Prix,DNF,7,RAI,Ferrari,['S'],[25],0,25
2018,5,Spanish Grand Prix,DNF,8,GRO,Haas F1 Team,['S'],[0],0,0
2018,5,Spanish Grand Prix,DNF,10,GAS,Toro Rosso,['S'],[0],0,0
2018,5,Spanish Grand Prix,DNF,27,HUL,Renault,['S'],[0],0,0
2018,6,Monaco Grand Prix,1,3,RIC,Red Bull Racing,"['HS', 'US']","[17, 61]",1,78
2018,6,Monaco Grand Prix,2,5,VET,Ferrari,"['HS', 'US']","[16, 62]",1,78
2018,6,Monaco Grand Prix,3,44,HAM,Mercedes,"['HS', 'US']","[12, 66]",1,78
2018,6,Monaco Grand Prix,4,7,RAI,Ferrari,"['HS', 'US']","[17, 61]",1,78
2018,6,Monaco Grand Prix,5,77,BOT,Mercedes,"['HS', 'SS']","[17, 61]",1,78
2018,6,Monaco Grand Prix,6,31,OCO,Force India,"['HS', 'SS']","[23, 55]",1,78
2018,6,Monaco Grand Prix,7,10,GAS,Toro Rosso,"['HS', 'SS']","[37, 41]",1,78
2018,6,Monaco Grand Prix,8,27,HUL,Renault,"['US', 'HS']","[50, 28]",1,78
2018,6,Monaco Grand Prix,9,33,VER,Red Bull Racing,"['US', 'HS']","[47, 31]",1,78
2018,6,Monaco Grand Prix,10,55,SAI,Renault,"['HS', 'US']","[16, 62]",1,78
2018,6,Monaco Grand Prix,11,9,ERI,Sauber,"['US', 'SS']","[17, 61]",1,78
2018,6,Monaco Grand Prix,12,11,PER,Force India,"['HS', 'SS']","[21, 57]",1,78
2018,6,Monaco Grand Prix,13,20,MAG,Haas F1 Team,"['US', 'SS']","[17, 61]",1,78
2018,6,Monaco Grand Prix,14,2,VAN,McLaren,"['US', 'SS', 'HS']","[20, 52, 5]",2,77
2018,6,Monaco Grand Prix,15,8,GRO,Haas F1 Team,"['US', 'SS', 'HS']","[15, 53, 9]",2,77
2018,6,Monaco Grand Prix,16,35,SIR,Williams,"['HS', 'HS', 'US', 'SS']","[7, 12, 30, 28]",3,77
2018,6,Monaco Grand Prix,17,18,STR,Williams,"['US', 'SS', 'HS', 'HS']","[9, 25, 25, 17]",3,76
2018,6,Monaco Grand Prix,DNF,16,LEC,Sauber,"['US', 'SS']","[13, 57]",1,70
2018,6,Monaco Grand Prix,DNF,28,HAR,Toro Rosso,"['HS', 'US']","[12, 58]",1,70
2018,6,Monaco Grand Prix,DNF,14,ALO,McLaren,"['HS', 'SS']","[18, 34]",1,52
2018,7,Canadian Grand Prix,1,5,VET,Ferrari,"['US', 'SS']","[35, 33]",1,68
2018,7,Canadian Grand Prix,2,77,BOT,Mercedes,"['US', 'SS']","[34, 34]",1,68
2018,7,Canadian Grand Prix,3,33,VER,Red Bull Racing,"['HS', 'SS']","[14, 54]",1,68
2018,7,Canadian Grand Prix,4,3,RIC,Red Bull Racing,"['HS', 'SS']","[15, 53]",1,68
2018,7,Canadian Grand Prix,5,44,HAM,Mercedes,"['US', 'SS']","[14, 54]",1,68
2018,7,Canadian Grand Prix,6,7,RAI,Ferrari,"['US', 'SS']","[30, 38]",1,68
2018,7,Canadian Grand Prix,7,27,HUL,Renault,"['HS', 'SS']","[11, 56]",1,67
2018,7,Canadian Grand Prix,8,55,SAI,Renault,"['HS', 'SS']","[12, 55]",1,67
2018,7,Canadian Grand Prix,9,31,OCO,Force India,"['HS', 'SS']","[9, 58]",1,67
2018,7,Canadian Grand Prix,10,16,LEC,Sauber,"['US', 'SS']","[17, 50]",1,67
2018,7,Canadian Grand Prix,11,10,GAS,Toro Rosso,"['HS', 'SS']","[21, 46]",1,67
2018,7,Canadian Grand Prix,12,8,GRO,Haas F1 Team,"['US', 'SS']","[46, 21]",1,67
2018,7,Canadian Grand Prix,13,20,MAG,Haas F1 Team,"['US', 'SS']","[20, 47]",1,67
2018,7,Canadian Grand Prix,14,11,PER,Force India,"['HS', 'SS', 'SS']","[7, 35, 25]",2,67
2018,7,Canadian Grand Prix,15,9,ERI,Sauber,['SS'],[66],0,66
2018,7,Canadian Grand Prix,16,2,VAN,McLaren,"['SS', 'HS']","[46, 20]",1,66
2018,7,Canadian Grand Prix,17,35,SIR,Williams,"['SS', 'US']","[24, 42]",1,66
2018,7,Canadian Grand Prix,DNF,14,ALO,McLaren,"['US', 'SS']","[17, 23]",1,40
2018,7,Canadian Grand Prix,DNF,28,HAR,Toro Rosso,['HS'],[0],0,0
2018,7,Canadian Grand Prix,DNF,18,STR,Williams,['US'],[0],0,0
2018,8,French Grand Prix,1,44,HAM,Mercedes,"['SS', 'S']","[33, 20]",1,53
2018,8,French Grand Prix,2,33,VER,Red Bull Racing,"['SS', 'S']","[25, 28]",1,53
2018,8,French Grand Prix,3,7,RAI,Ferrari,"['US', 'SS']","[34, 19]",1,53
2018,8,French Grand Prix,4,3,RIC,Red Bull Racing,"['SS', 'S']","[28, 25]",1,53
2018,8,French Grand Prix,5,5,VET,Ferrari,"['S', 'US']","[40, 13]",1,53
2018,8,French Grand Prix,6,20,MAG,Haas F1 Team,"['US', 'S']","[28, 25]",1,53
2018,8,French Grand Prix,7,77,BOT,Mercedes,"['S', 'SS']","[39, 14]",1,53
2018,8,French Grand Prix,8,55,SAI,Renault,"['US', 'S']","[26, 27]",1,53
2018,8,French Grand Prix,9,27,HUL,Renault,"['S', 'US']","[37, 16]",1,53
2018,8,French Grand Prix,10,16,LEC,Sauber,"['US', 'SS']","[31, 22]",1,53
2018,8,French Grand Prix,11,8,GRO,Haas F1 Team,"['US', 'SS']","[34, 18]",1,52
2018,8,French Grand Prix,12,2,VAN,McLaren,"['SS', 'US']","[40, 12]",1,52
2018,8,French Grand Prix,13,9,ERI,Sauber,"['SS', 'US']","[35, 17]",1,52
2018,8,French Grand Prix,14,28,HAR,Toro Rosso,"['US', 'SS']","[38, 14]",1,52
2018,8,French Grand Prix,15,35,SIR,Williams,['US'],[52],0,52
2018,8,French Grand Prix,16,14,ALO,McLaren,"['S', 'US']","[45, 5]",1,50
2018,8,French Grand Prix,17,18,STR,Williams,['S'],[48],0,48
2018,8,French Grand Prix,DNF,11,PER,Force India,['S'],[27],0,27
2018,8,French Grand Prix,DNF,31,OCO,Force India,['US'],[0],0,0
2018,8,French Grand Prix,DNF,10,GAS,Toro Rosso,['SS'],[0],0,0
2018,9,Austrian Grand Prix,1,33,VER,Red Bull Racing,"['SS', 'S']","[15, 56]",1,71
2018,9,Austrian Grand Prix,2,7,RAI,Ferrari,"['US', 'S']","[15, 56]",1,71
2018,9,Austrian Grand Prix,3,5,VET,Ferrari,"['US', 'S']","[15, 56]",1,71
2018,9,Austrian Grand Prix,4,8,GRO,Haas F1 Team,"['US', 'S']","[15, 55]",1,70
2018,9,Austrian Grand Prix,5,20,MAG,Haas F1 Team,"['US', 'S']","[28, 42]",1,70
2018,9,Austrian Grand Prix,6,31,OCO,Force India,"['SS', 'S']","[15, 55]",1,70
2018,9,Austrian Grand Prix,7,11,PER,Force India,"['SS', 'S']","[27, 43]",1,70
2018,9,Austrian Grand Prix,8,14,ALO,McLaren,"['SS', 'S']","[15, 55]",1,70
2018,9,Austrian Grand Prix,9,16,LEC,Sauber,"['SS', 'S']","[15, 55]",1,70
2018,9,Austrian Grand Prix,10,9,ERI,Sauber,"['S', 'SS']","[45, 25]",1,70
2018,9,Austrian Grand Prix,11,10,GAS,Toro Rosso,"['SS', 'S']","[15, 55]",1,70
2018,9,Austrian Grand Prix,12,55,SAI,Renault,"['US', 'S', 'SS']","[15, 19, 36]",2,70
2018,9,Austrian Grand Prix,13,35,SIR,Williams,"['SS', 'S', 'US']","[24, 36, 9]",2,69
2018,9,Austrian Grand Prix,14,18,STR,Williams,"['US', 'S', 'SS']","[15, 50, 4]",2,69
2018,9,Austrian Grand Prix,15,2,VAN,McLaren,"['S', 'S']","[40, 25]",1,65
2018,9,Austrian Grand Prix,DNF,44,HAM,Mercedes,"['SS', 'S', 'SS']","[24, 27, 11]",2,62
2018,9,Austrian Grand Prix,DNF,28,HAR,Toro Rosso,['SS'],[54],0,54
2018,9,Austrian Grand Prix,DNF,3,RIC,Red Bull Racing,"['SS', 'S', 'SS']","[14, 23, 16]",2,53
2018,9,Austrian Grand Prix,DNF,77,BOT,Mercedes,['SS'],[13],0,13
2018,9,Austrian Grand Prix,DNF,27,HUL,Renault,['US'],[11],0,11
2018,10,British Grand Prix,1,5,VET,Ferrari,"['S', 'M', 'S']","[20, 13, 19]",2,52
2018,10,British Grand Prix,2,44,HAM,Mercedes,"['S', 'M']","[25, 27]",1,52
2018,10,British Grand Prix,3,7,RAI,Ferrari,"['S', 'M', 'S']","[13, 20, 19]",2,52
2018,10,British Grand Prix,4,77,BOT,Mercedes,"['S', 'M']","[21, 31]",1,52
2018,10,British Grand Prix,5,3,RIC,Red Bull Racing,"['S', 'M', 'S']","[18, 12, 22]",2,52
2018,10,British Grand Prix,6,27,HUL,Renault,"['M', 'H']","[20, 32]",1,52
2018,10,British Grand Prix,7,31,OCO,Force India,"['S', 'M']","[19, 33]",1,52
2018,10,British Grand Prix,8,14,ALO,McLaren,"['S', 'M', 'S']","[13, 19, 20]",2,52
2018,10,British Grand Prix,9,20,MAG,Haas F1 Team,"['S', 'M']","[25, 27]",1,52
2018,10,British Grand Prix,10,11,PER,Force India,"['S', 'M', 'S']","[13, 19, 20]",2,52
2018,10,British Grand Prix,11,2,VAN,McLaren,"['S', 'M', 'S']","[21, 12, 19]",2,52
2018,10,British Grand Prix,12,18,STR,Williams,"['M', 'S']","[30, 22]",1,52
2018,10,British Grand Prix,13,10,GAS,Toro Rosso,"['S', 'M', 'S']","[20, 12, 20]",2,52
2018,10,British Grand Prix,14,35,SIR,Williams,"['S', 'M']","[21, 31]",1,52
2018,10,British Grand Prix,DNF,33,VER,Red Bull Racing,"['S', 'M', 'S']","[16, 16, 14]",2,46
2018,10,British Grand Prix,DNF,8,GRO,Haas F1 Team,"['S', 'M']","[25, 12]",1,37
2018,10,British Grand Prix,DNF,55,SAI,Renault,"['M', 'H', 'S']","[16, 15, 6]",2,37
2018,10,British Grand Prix,DNF,9,ERI,Sauber,"['S', 'M']","[23, 8]",1,31
2018,10,British Grand Prix,DNF,16,LEC,Sauber,['S'],[18],0,18
2018,10,British Grand Prix,DNF,28,HAR,Toro Rosso,[],[],0,1
2018,11,German Grand Prix,1,44,HAM,Mercedes,"['S', 'US']","[42, 25]",1,67
2018,11,German Grand Prix,2,77,BOT,Mercedes,"['US', 'S', 'US']","[28, 24, 15]",2,67
2018,11,German Grand Prix,3,7,RAI,Ferrari,"['US', 'S', 'US']","[14, 39, 14]",2,67
2018,11,German Grand Prix,4,33,VER,Red Bull Racing,"['US', 'S', 'I', 'US']","[29, 17, 4, 17]",3,67
2018,11,German Grand Prix,5,27,HUL,Renault,"['US', 'M', 'I', 'US']","[18, 33, 4, 12]",3,67
2018,11,German Grand Prix,6,8,GRO,Haas F1 Team,"['US', 'M', 'I', 'US']","[21, 30, 4, 12]",3,67
2018,11,German Grand Prix,7,11,PER,Force India,"['US', 'S']","[22, 45]",1,67
2018,11,German Grand Prix,8,31,OCO,Force India,"['US', 'S']","[25, 42]",1,67
2018,11,German Grand Prix,9,9,ERI,Sauber,"['S', 'US']","[38, 29]",1,67
2018,11,German Grand Prix,10,28,HAR,Toro Rosso,"['S', 'M', 'US']","[28, 24, 15]",2,67
2018,11,German Grand Prix,11,20,MAG,Haas F1 Team,"['US', 'M', 'I', 'US']","[20, 31, 4, 12]",3,67
2018,11,German Grand Prix,12,55,SAI,Renault,"['US', 'M', 'I', 'US']","[20, 30, 6, 11]",3,67
2018,11,German Grand Prix,13,2,VAN,McLaren,"['S', 'M', 'US']","[29, 23, 15]",2,67
2018,11,German Grand Prix,14,10,GAS,Toro Rosso,"['S', 'W', 'US']","[43, 3, 20]",2,66
2018,11,German Grand Prix,15,16,LEC,Sauber,"['US', 'S', 'I', 'US']","[20, 23, 3, 20]",3,66
2018,11,German Grand Prix,16,14,ALO,McLaren,"['S', 'M', 'I', 'S']","[31, 12, 4, 18]",3,65
2018,11,German Grand Prix,DNF,18,STR,Williams,"['S', 'M', 'I']","[27, 23, 3]",2,53
2018,11,German Grand Prix,DNF,5,VET,Ferrari,"['US', 'S']","[24, 27]",1,51
2018,11,German Grand Prix,DNF,35,SIR,Williams,"['S', 'M']","[28, 23]",1,51
2018,11,German Grand Prix,DNF,3,RIC,Red Bull Racing,['M'],[27],0,27
2018,12,Hungarian Grand Prix,1,44,HAM,Mercedes,"['US', 'S']","[25, 45]",1,70
2018,12,Hungarian Grand Prix,2,5,VET,Ferrari,"['S', 'US']","[39, 31]",1,70
2018,12,Hungarian Grand Prix,3,7,RAI,Ferrari,"['US', 'S', 'S']","[14, 24, 32]",2,70
2018,12,Hungarian Grand Prix,4,3,RIC,Red Bull Racing,"['S', 'US']","[44, 26]",1,70
2018,12,Hungarian Grand Prix,5,77,BOT,Mercedes,"['US', 'S']","[15, 55]",1,70
2018,12,Hungarian Grand Prix,6,10,GAS,Toro Rosso,"['US', 'S']","[32, 38]",1,70
2018,12,Hungarian Grand Prix,7,20,MAG,Haas F1 Team,"['US', 'S']","[31, 38]",1,69
2018,12,Hungarian Grand Prix,8,14,ALO,McLaren,"['S', 'M']","[39, 30]",1,69
2018,12,Hungarian Grand Prix,9,55,SAI,Renault,"['S', 'M']","[25, 44]",1,69
2018,12,Hungarian Grand Prix,10,8,GRO,Haas F1 Team,"['US', 'S']","[29, 40]",1,69
2018,12,Hungarian Grand Prix,11,28,HAR,Toro Rosso,"['US', 'M']","[24, 45]",1,69
2018,12,Hungarian Grand Prix,12,27,HUL,Renault,"['S', 'M', 'US']","[23, 27, 19]",2,69
2018,12,Hungarian Grand Prix,13,31,OCO,Force India,"['S', 'US']","[39, 30]",1,69
2018,12,Hungarian Grand Prix,14,11,PER,Force India,"['US', 'S']","[22, 47]",1,69
2018,12,Hungarian Grand Prix,15,9,ERI,Sauber,"['US', 'M']","[6, 62]",1,68
2018,12,Hungarian Grand Prix,16,35,SIR,Williams,"['S', 'M']","[31, 37]",1,68
2018,12,Hungarian Grand Prix,17,18,STR,Williams,"['M', 'US']","[47, 21]",1,68
2018,12,Hungarian Grand Prix,DNF,2,VAN,McLaren,"['S', 'M']","[39, 10]",1,49
2018,12,Hungarian Grand Prix,DNF,33,VER,Red Bull Racing,['US'],[5],0,5
2018,12,Hungarian Grand Prix,DNF,16,LEC,Sauber,['S'],[0],0,0
2018,13,Belgian Grand Prix,1,5,VET,Ferrari,"['SS', 'S']","[22, 22]",1,44
2018,13,Belgian Grand Prix,2,44,HAM,Mercedes,"['SS', 'S']","[21, 23]",1,44
2018,13,Belgian Grand Prix,3,33,VER,Red Bull Racing,"['SS', 'S']","[26, 18]",1,44
2018,13,Belgian Grand Prix,4,77,BOT,Mercedes,"['S', 'SS', 'S']","[2, 27, 15]",2,44
2018,13,Belgian Grand Prix,5,11,PER,Racing Point,"['SS', 'S']","[25, 19]",1,44
2018,13,Belgian Grand Prix,6,31,OCO,Racing Point,"['SS', 'S']","[24, 20]",1,44
2018,13,Belgian Grand Prix,7,8,GRO,Haas F1 Team,"['SS', 'SS']","[23, 21]",1,44
2018,13,Belgian Grand Prix,8,20,MAG,Haas F1 Team,"['SS', 'SS']","[26, 18]",1,44
2018,13,Belgian Grand Prix,9,10,GAS,Toro Rosso,"['SS', 'S']","[25, 19]",1,44
2018,13,Belgian Grand Prix,10,9,ERI,Sauber,"['S', 'SS']","[26, 17]",1,43
2018,13,Belgian Grand Prix,11,55,SAI,Renault,"['M', 'SS']","[22, 21]",1,43
2018,13,Belgian Grand Prix,12,35,SIR,Williams,"['S', 'SS']","[24, 19]",1,43
2018,13,Belgian Grand Prix,13,18,STR,Williams,"['S', 'SS']","[23, 20]",1,43
2018,13,Belgian Grand Prix,14,28,HAR,Toro Rosso,"['S', 'SS']","[31, 12]",1,43
2018,13,Belgian Grand Prix,15,2,VAN,McLaren,"['S', 'M', 'SS']","[2, 26, 15]",2,43
2018,13,Belgian Grand Prix,DNF,3,RIC,Red Bull Racing,['S'],[28],0,28
2018,13,Belgian Grand Prix,DNF,7,RAI,Ferrari,"['M', 'M']","[7, 1]",1,8
2018,13,Belgian Grand Prix,DNF,16,LEC,Sauber,['S'],[0],0,0
2018,13,Belgian Grand Prix,DNF,14,ALO,McLaren,['S'],[0],0,0
2018,13,Belgian Grand Prix,DNF,27,HUL,Renault,['S'],[0],0,0
2018,14,Italian Grand Prix,1,44,HAM,Mercedes,"['SS', 'S']","[28, 25]",1,53
2018,14,Italian Grand Prix,2,7,RAI,Ferrari,"['SS', 'S']","[20, 33]",1,53
2018,14,Italian Grand Prix,3,77,BOT,Mercedes,"['SS', 'S']","[36, 17]",1,53
2018,14,Italian Grand Prix,4,5,VET,Ferrari,"['S', 'SS']","[29, 24]",1,53
2018,14,Italian Grand Prix,5,33,VER,Red Bull Racing,"['SS', 'S']","[26, 27]",1,53
2018,14,Italian Grand Prix,6,31,OCO,Racing Point,"['SS', 'S']","[38, 15]",1,53
2018,14,Italian Grand Prix,7,11,PER,Racing Point,"['SS', 'S']","[39, 14]",1,53
2018,14,Italian Grand Prix,8,55,SAI,Renault,"['SS', 'S']","[39, 14]",1,53
2018,14,Italian Grand Prix,9,18,STR,Williams,"['SS', 'S']","[35, 17]",1,52
2018,14,Italian Grand Prix,10,35,SIR,Williams,"['SS', 'S']","[37, 15]",1,52
2018,14,Italian Grand Prix,11,16,LEC,Sauber,"['S', 'SS']","[34, 18]",1,52
2018,14,Italian Grand Prix,12,2,VAN,McLaren,"['SS', 'S']","[24, 28]",1,52
