year,round,grand_prix,finish_position,number,driver,constructor,stint_compounds,stint_lengths,total_stops,total_laps
2022,16,Italian Grand Prix,6,11,PER,Red Bull Racing,"['M', 'H', 'S']","[7, 35, 11]",2,53
2022,16,Italian Grand Prix,7,4,NOR,McLaren,"['M', 'S', 'S']","[35, 12, 6]",2,53
2022,16,Italian Grand Prix,8,10,GAS,AlphaTauri,"['M', 'H']","[18, 35]",1,53
2022,16,Italian Grand Prix,9,45,DEV,Williams,"['S', 'M']","[19, 34]",1,53
2022,16,Italian Grand Prix,10,24,ZHO,Alfa Romeo,"['M', 'H']","[18, 35]",1,53
2022,16,Italian Grand Prix,11,31,OCO,Alpine,"['S', 'H']","[19, 34]",1,53
2022,16,Italian Grand Prix,12,47,MSC,Haas F1 Team,"['M', 'S']","[33, 20]",1,53
2022,16,Italian Grand Prix,13,77,BOT,Alfa Romeo,"['M', 'S']","[35, 17]",1,52
2022,16,Italian Grand Prix,14,22,TSU,AlphaTauri,"['M', 'H', 'S']","[19, 28, 5]",2,52
2022,16,Italian Grand Prix,15,6,LAT,Williams,"['M', 'H', 'S']","[15, 32, 5]",2,52
2022,16,Italian Grand Prix,16,20,MAG,Haas F1 Team,"['M', 'H', 'S']","[24, 22, 6]",2,52
2022,16,Italian Grand Prix,DNF,3,RIC,McLaren,"['M', 'H']","[18, 27]",1,45
2022,16,Italian Grand Prix,DNF,18,STR,Aston Martin,"['M', 'H']","[18, 21]",1,39
2022,16,Italian Grand Prix,DNF,14,ALO,Alpine,['M'],[31],0,31
2022,16,Italian Grand Prix,DNF,5,VET,Aston Martin,['M'],[10],0,10
2022,17,Singapore Grand Prix,1,11,PER,Red Bull Racing,"['I', 'M']","[35, 24]",1,59
2022,17,Singapore Grand Prix,2,16,LEC,Ferrari,"['I', 'M']","[34, 25]",1,59
2022,17,Singapore Grand Prix,3,55,SAI,Ferrari,"['I', 'M']","[35, 24]",1,59
2022,17,Singapore Grand Prix,4,4,NOR,McLaren,"['I', 'M']","[36, 23]",1,59
2022,17,Singapore Grand Prix,5,3,RIC,McLaren,"['I', 'S']","[36, 23]",1,59
2022,17,Singapore Grand Prix,6,18,STR,Aston Martin,"['I', 'M']","[35, 24]",1,59
2022,17,Singapore Grand Prix,7,1,VER,Red Bull Racing,"['I', 'M', 'S']","[35, 5, 19]",2,59
2022,17,Singapore Grand Prix,8,5,VET,Aston Martin,"['I', 'M']","[34, 25]",1,59
2022,17,Singapore Grand Prix,9,44,HAM,Mercedes,"['I', 'M']","[34, 25]",1,59
2022,17,Singapore Grand Prix,10,10,GAS,AlphaTauri,"['I', 'M']","[33, 26]",1,59
2022,17,Singapore Grand Prix,11,77,BOT,Alfa Romeo,"['I', 'S']","[33, 26]",1,59
2022,17,Singapore Grand Prix,12,20,MAG,Haas F1 Team,"['I', 'I', 'M']","[7, 26, 26]",2,59
2022,17,Singapore Grand Prix,13,47,MSC,Haas F1 Team,"['I', 'M', 'S']","[34, 7, 17]",2,58
2022,17,Singapore Grand Prix,14,63,RUS,Mercedes,"['I', 'M', 'M', 'S', 'S']","[21, 14, 6, 10, 6]",4,57
2022,17,Singapore Grand Prix,DNF,22,TSU,AlphaTauri,"['I', 'M']","[32, 2]",1,34
2022,17,Singapore Grand Prix,DNF,31,OCO,Alpine,['I'],[26],0,26
2022,17,Singapore Grand Prix,DNF,23,ALB,Williams,['I'],[25],0,25
2022,17,Singapore Grand Prix,DNF,14,ALO,Alpine,['I'],[20],0,20
2022,17,Singapore Grand Prix,DNF,6,LAT,Williams,['I'],[7],0,7
2022,17,Singapore Grand Prix,DNF,24,ZHO,Alfa Romeo,['I'],[6],0,6
2022,18,Japanese Grand Prix,1,1,VER,Red Bull Racing,"['I', 'W', 'I']","[1, 5, 22]",2,28
2022,18,Japanese Grand Prix,2,11,PER,Red Bull Racing,"['I', 'W', 'I']","[2, 5, 21]",2,28
2022,18,Japanese Grand Prix,3,16,LEC,Ferrari,"['I', 'W', 'I']","[2, 5, 21]",2,28
2022,18,Japanese Grand Prix,4,31,OCO,Alpine,"['I', 'W', 'I']","[2, 5, 21]",2,28
2022,18,Japanese Grand Prix,5,44,HAM,Mercedes,"['I', 'W', 'I']","[2, 5, 21]",2,28
2022,18,Japanese Grand Prix,6,5,VET,Aston Martin,"['I', 'W', 'I']","[2, 3, 23]",2,28
2022,18,Japanese Grand Prix,7,14,ALO,Alpine,"['I', 'W', 'I', 'I']","[2, 6, 14, 6]",3,28
2022,18,Japanese Grand Prix,8,63,RUS,Mercedes,"['I', 'W', 'I']","[2, 5, 21]",2,28
2022,18,Japanese Grand Prix,9,6,LAT,Williams,"['I', 'W', 'I']","[2, 3, 23]",2,28
2022,18,Japanese Grand Prix,10,4,NOR,McLaren,"['I', 'W', 'I']","[2, 4, 22]",2,28
2022,18,Japanese Grand Prix,11,3,RIC,McLaren,"['I', 'W', 'I']","[2, 6, 20]",2,28
2022,18,Japanese Grand Prix,12,18,STR,Aston Martin,"['I', 'W', 'I', 'I']","[2, 5, 12, 9]",3,28
2022,18,Japanese Grand Prix,13,22,TSU,AlphaTauri,"['I', 'W', 'I', 'I']","[2, 5, 13, 8]",3,28
2022,18,Japanese Grand Prix,14,20,MAG,Haas F1 Team,"['I', 'W', 'I']","[2, 5, 21]",2,28
2022,18,Japanese Grand Prix,15,77,BOT,Alfa Romeo,"['I', 'W', 'I']","[2, 4, 22]",2,28
2022,18,Japanese Grand Prix,16,24,ZHO,Alfa Romeo,"['I', 'W', 'I', 'I']","[2, 7, 9, 10]",3,28
2022,18,Japanese Grand Prix,17,47,MSC,Haas F1 Team,"['I', 'W', 'I']","[2, 9, 17]",2,28
2022,18,Japanese Grand Prix,18,10,GAS,AlphaTauri,"['I', 'W', 'W', 'I', 'I']","[1, 1, 5, 12, 9]",4,28
2022,18,Japanese Grand Prix,DNF,55,SAI,Ferrari,['I'],[0],0,0
2022,18,Japanese Grand Prix,DNF,23,ALB,Williams,['I'],[0],0,0
2022,19,United States Grand Prix,1,1,VER,Red Bull Racing,"['M', 'H', 'M']","[13, 22, 21]",2,56
2022,19,United States Grand Prix,2,44,HAM,Mercedes,"['M', 'H', 'H']","[12, 22, 22]",2,56
2022,19,United States Grand Prix,3,16,LEC,Ferrari,"['M', 'H', 'M']","[18, 17, 21]",2,56
2022,19,United States Grand Prix,4,11,PER,Red Bull Racing,"['M', 'H', 'M']","[14, 24, 18]",2,56
2022,19,United States Grand Prix,5,63,RUS,Mercedes,"['M', 'H', 'H', 'S']","[13, 23, 18, 2]",3,56
2022,19,United States Grand Prix,6,4,NOR,McLaren,"['M', 'H', 'H']","[14, 20, 22]",2,56
2022,19,United States Grand Prix,7,14,ALO,Alpine,"['H', 'M', 'H']","[18, 4, 34]",2,56
2022,19,United States Grand Prix,8,5,VET,Aston Martin,"['M', 'M', 'H']","[18, 23, 15]",2,56
2022,19,United States Grand Prix,9,20,MAG,Haas F1 Team,"['H', 'M']","[18, 38]",1,56
2022,19,United States Grand Prix,10,22,TSU,AlphaTauri,"['M', 'M', 'H']","[10, 23, 23]",2,56
2022,19,United States Grand Prix,11,31,OCO,Alpine,"['H', 'H', 'M']","[18, 27, 11]",2,56
2022,19,United States Grand Prix,12,24,ZHO,Alfa Romeo,"['M', 'H', 'H']","[9, 14, 33]",2,56
2022,19,United States Grand Prix,13,23,ALB,Williams,"['M', 'M', 'H']","[9, 9, 38]",2,56
2022,19,United States Grand Prix,14,10,GAS,AlphaTauri,"['M', 'H', 'H']","[11, 21, 24]",2,56
2022,19,United States Grand Prix,15,47,MSC,Haas F1 Team,"['H', 'M', 'H']","[18, 15, 23]",2,56
2022,19,United States Grand Prix,16,3,RIC,McLaren,"['M', 'H', 'H']","[10, 25, 21]",2,56
2022,19,United States Grand Prix,17,6,LAT,Williams,"['M', 'M', 'H']","[5, 13, 38]",2,56
2022,19,United States Grand Prix,DNF,18,STR,Aston Martin,"['M', 'M']","[14, 7]",1,21
2022,19,United States Grand Prix,DNF,77,BOT,Alfa Romeo,"['M', 'H']","[9, 7]",1,16
2022,19,United States Grand Prix,DNF,55,SAI,Ferrari,['M'],[1],0,1
2022,20,Mexico City Grand Prix,1,1,VER,Red Bull Racing,"['S', 'M']","[25, 46]",1,71
2022,20,Mexico City Grand Prix,2,44,HAM,Mercedes,"['M', 'H']","[29, 42]",1,71
2022,20,Mexico City Grand Prix,3,11,PER,Red Bull Racing,"['S', 'M']","[23, 48]",1,71
2022,20,Mexico City Grand Prix,4,63,RUS,Mercedes,"['M', 'H', 'S']","[34, 35, 2]",2,71
2022,20,Mexico City Grand Prix,5,55,SAI,Ferrari,"['S', 'M']","[29, 42]",1,71
2022,20,Mexico City Grand Prix,6,16,LEC,Ferrari,"['S', 'M']","[28, 43]",1,71
2022,20,Mexico City Grand Prix,7,3,RIC,McLaren,"['M', 'S']","[44, 26]",1,70
2022,20,Mexico City Grand Prix,8,31,OCO,Alpine,"['M', 'H']","[33, 37]",1,70
2022,20,Mexico City Grand Prix,9,4,NOR,McLaren,"['M', 'H']","[31, 39]",1,70
2022,20,Mexico City Grand Prix,10,77,BOT,Alfa Romeo,"['M', 'H']","[39, 31]",1,70
2022,20,Mexico City Grand Prix,11,10,GAS,AlphaTauri,"['M', 'S']","[40, 30]",1,70
2022,20,Mexico City Grand Prix,12,23,ALB,Williams,"['M', 'S']","[38, 32]",1,70
2022,20,Mexico City Grand Prix,13,24,ZHO,Alfa Romeo,"['M', 'S']","[45, 25]",1,70
2022,20,Mexico City Grand Prix,14,5,VET,Aston Martin,"['S', 'M']","[38, 32]",1,70
2022,20,Mexico City Grand Prix,15,18,STR,Aston Martin,"['M', 'S', 'S']","[17, 23, 30]",2,70
2022,20,Mexico City Grand Prix,16,47,MSC,Haas F1 Team,"['S', 'M']","[24, 46]",1,70
2022,20,Mexico City Grand Prix,17,20,MAG,Haas F1 Team,"['M', 'S']","[38, 32]",1,70
2022,20,Mexico City Grand Prix,18,6,LAT,Williams,"['S', 'H', 'S']","[23, 29, 17]",2,69
2022,20,Mexico City Grand Prix,19,14,ALO,Alpine,"['M', 'H']","[39, 24]",1,63
2022,20,Mexico City Grand Prix,DNF,22,TSU,AlphaTauri,"['S', 'M']","[29, 21]",1,50
2022,21,São Paulo Grand Prix,1,63,RUS,Mercedes,"['S', 'M', 'S']","[24, 25, 22]",2,71
2022,21,São Paulo Grand Prix,2,44,HAM,Mercedes,"['S', 'M', 'S']","[29, 19, 23]",2,71
2022,21,São Paulo Grand Prix,3,55,SAI,Ferrari,"['M', 'S', 'M', 'S']","[17, 19, 17, 18]",3,71
2022,21,São Paulo Grand Prix,4,16,LEC,Ferrari,"['M', 'M', 'S', 'S']","[7, 14, 23, 27]",3,71
2022,21,São Paulo Grand Prix,5,14,ALO,Alpine,"['M', 'M', 'M', 'S']","[14, 21, 17, 19]",3,71
2022,21,São Paulo Grand Prix,6,1,VER,Red Bull Racing,"['S', 'M', 'S', 'S']","[7, 16, 25, 23]",3,71
2022,21,São Paulo Grand Prix,7,11,PER,Red Bull Racing,"['S', 'M', 'M']","[23, 24, 24]",2,71
2022,21,São Paulo Grand Prix,8,31,OCO,Alpine,"['S', 'M', 'S']","[24, 23, 24]",2,71
2022,21,São Paulo Grand Prix,9,77,BOT,Alfa Romeo,"['S', 'M', 'S']","[24, 21, 26]",2,71
2022,21,São Paulo Grand Prix,10,18,STR,Aston Martin,"['M', 'M', 'S']","[29, 19, 23]",2,71
2022,21,São Paulo Grand Prix,11,5,VET,Aston Martin,"['S', 'M', 'M']","[26, 19, 26]",2,71
2022,21,São Paulo Grand Prix,12,24,ZHO,Alfa Romeo,"['S', 'M', 'S']","[16, 21, 34]",2,71
2022,21,São Paulo Grand Prix,13,47,MSC,Haas F1 Team,"['M', 'S', 'S']","[24, 22, 25]",2,71
2022,21,São Paulo Grand Prix,14,10,GAS,AlphaTauri,"['S', 'M', 'S', 'M']","[19, 16, 17, 19]",3,71
2022,21,São Paulo Grand Prix,15,23,ALB,Williams,"['H', 'M', 'M', 'M']","[4, 21, 22, 24]",3,71
2022,21,São Paulo Grand Prix,16,6,LAT,Williams,"['M', 'H', 'M', 'S']","[20, 12, 20, 19]",3,71
2022,21,São Paulo Grand Prix,17,22,TSU,AlphaTauri,"['M', 'S', 'S', 'M']","[20, 20, 14, 16]",3,70
2022,21,São Paulo Grand Prix,DNF,4,NOR,McLaren,"['S', 'M', 'S']","[23, 21, 6]",2,50
2022,21,São Paulo Grand Prix,DNF,20,MAG,Haas F1 Team,['M'],[0],0,0
2022,21,São Paulo Grand Prix,DNF,3,RIC,McLaren,['S'],[0],0,0
2022,22,Abu Dhabi Grand Prix,1,1,VER,Red Bull Racing,"['M', 'H']","[20, 38]",1,58
2022,22,Abu Dhabi Grand Prix,2,16,LEC,Ferrari,"['M', 'H']","[21, 37]",1,58
2022,22,Abu Dhabi Grand Prix,3,11,PER,Red Bull Racing,"['M', 'H', 'H']","[15, 18, 25]",2,58
2022,22,Abu Dhabi Grand Prix,4,55,SAI,Ferrari,"['M', 'H', 'H']","[17, 22, 19]",2,58
2022,22,Abu Dhabi Grand Prix,5,63,RUS,Mercedes,"['M', 'H', 'M']","[15, 24, 19]",2,58
2022,22,Abu Dhabi Grand Prix,6,4,NOR,McLaren,"['M', 'H', 'M']","[15, 27, 16]",2,58
2022,22,Abu Dhabi Grand Prix,7,31,OCO,Alpine,"['M', 'H', 'H']","[14, 27, 17]",2,58
2022,22,Abu Dhabi Grand Prix,8,18,STR,Aston Martin,"['M', 'H', 'M']","[13, 27, 18]",2,58
2022,22,Abu Dhabi Grand Prix,9,3,RIC,McLaren,"['M', 'H']","[19, 39]",1,58
2022,22,Abu Dhabi Grand Prix,10,5,VET,Aston Martin,"['M', 'H']","[25, 33]",1,58
2022,22,Abu Dhabi Grand Prix,11,22,TSU,AlphaTauri,"['M', 'H', 'S']","[14, 24, 20]",2,58
2022,22,Abu Dhabi Grand Prix,12,24,ZHO,Alfa Romeo,"['M', 'H', 'S']","[15, 29, 13]",2,57
2022,22,Abu Dhabi Grand Prix,13,23,ALB,Williams,"['M', 'H', 'M']","[12, 23, 22]",2,57
2022,22,Abu Dhabi Grand Prix,14,10,GAS,AlphaTauri,"['S', 'H']","[14, 43]",1,57
2022,22,Abu Dhabi Grand Prix,15,77,BOT,Alfa Romeo,"['H', 'M']","[30, 27]",1,57
2022,22,Abu Dhabi Grand Prix,16,47,MSC,Haas F1 Team,"['M', 'H', 'M']","[14, 20, 23]",2,57
2022,22,Abu Dhabi Grand Prix,17,20,MAG,Haas F1 Team,"['H', 'M']","[28, 29]",1,57
2022,22,Abu Dhabi Grand Prix,18,44,HAM,Mercedes,"['M', 'H']","[18, 37]",1,55
2022,22,Abu Dhabi Grand Prix,19,6,LAT,Williams,"['M', 'H', 'M']","[15, 23, 17]",2,55
2022,22,Abu Dhabi Grand Prix,DNF,14,ALO,Alpine,"['M', 'H']","[19, 8]",1,27
2023,1,Bahrain Grand Prix,1,1,VER,Red Bull Racing,"['S', 'S', 'H']","[14, 22, 21]",2,57
2023,1,Bahrain Grand Prix,2,11,PER,Red Bull Racing,"['S', 'S', 'H']","[17, 17, 23]",2,57
2023,1,Bahrain Grand Prix,3,14,ALO,Aston Martin,"['S', 'H', 'H']","[14, 20, 23]",2,57
2023,1,Bahrain Grand Prix,4,55,SAI,Ferrari,"['S', 'H', 'H']","[13, 18, 26]",2,57
2023,1,Bahrain Grand Prix,5,44,HAM,Mercedes,"['S', 'H', 'H']","[12, 18, 27]",2,57
2023,1,Bahrain Grand Prix,6,18,STR,Aston Martin,"['S', 'H', 'H']","[15, 15, 27]",2,57
2023,1,Bahrain Grand Prix,7,63,RUS,Mercedes,"['S', 'H', 'H']","[13, 18, 26]",2,57
2023,1,Bahrain Grand Prix,8,77,BOT,Alfa Romeo,"['S', 'H', 'H']","[11, 18, 28]",2,57
2023,1,Bahrain Grand Prix,9,10,GAS,Alpine,"['S', 'H', 'H', 'S']","[9, 16, 15, 17]",3,57
2023,1,Bahrain Grand Prix,10,23,ALB,Williams,"['S', 'S', 'H', 'S']","[11, 15, 14, 17]",3,57
2023,1,Bahrain Grand Prix,11,22,TSU,AlphaTauri,"['S', 'H', 'H', 'S']","[10, 16, 14, 17]",3,57
2023,1,Bahrain Grand Prix,12,2,SAR,Williams,"['S', 'S', 'H', 'S']","[12, 18, 10, 16]",3,56
2023,1,Bahrain Grand Prix,13,20,MAG,Haas F1 Team,"['H', 'H', 'S', 'S']","[15, 14, 11, 16]",3,56
2023,1,Bahrain Grand Prix,14,21,DEV,AlphaTauri,"['S', 'H', 'H']","[11, 16, 29]",2,56
2023,1,Bahrain Grand Prix,15,27,HUL,Haas F1 Team,"['S', 'H', 'H', 'S']","[11, 15, 14, 16]",3,56
2023,1,Bahrain Grand Prix,16,24,ZHO,Alfa Romeo,"['S', 'H', 'S', 'S']","[12, 20, 22, 2]",3,56
2023,1,Bahrain Grand Prix,17,4,NOR,McLaren,"['S', 'H', 'S', 'M', 'H', 'S', 'S']","[10, 7, 10, 10, 10, 7, 1]",6,55
2023,1,Bahrain Grand Prix,DNF,31,OCO,Alpine,"['S', 'H', 'H', 'H']","[12, 3, 17, 9]",3,41
2023,1,Bahrain Grand Prix,DNF,16,LEC,Ferrari,"['S', 'H', 'H']","[12, 20, 7]",2,39
2023,1,Bahrain Grand Prix,DNF,81,PIA,McLaren,['S'],[13],0,13
2023,2,Saudi Arabian Grand Prix,1,11,PER,Red Bull Racing,"['M', 'H']","[18, 32]",1,50
2023,2,Saudi Arabian Grand Prix,2,1,VER,Red Bull Racing,"['M', 'H']","[18, 32]",1,50
2023,2,Saudi Arabian Grand Prix,3,14,ALO,Aston Martin,"['M', 'H']","[18, 32]",1,50
2023,2,Saudi Arabian Grand Prix,4,63,RUS,Mercedes,"['M', 'H']","[18, 32]",1,50
2023,2,Saudi Arabian Grand Prix,5,44,HAM,Mercedes,"['H', 'M']","[18, 32]",1,50
2023,2,Saudi Arabian Grand Prix,6,55,SAI,Ferrari,"['M', 'H']","[15, 35]",1,50
2023,2,Saudi Arabian Grand Prix,7,16,LEC,Ferrari,"['S', 'H']","[16, 34]",1,50
2023,2,Saudi Arabian Grand Prix,8,31,OCO,Alpine,"['M', 'H']","[16, 34]",1,50
2023,2,Saudi Arabian Grand Prix,9,10,GAS,Alpine,"['M', 'H']","[14, 36]",1,50
2023,2,Saudi Arabian Grand Prix,10,20,MAG,Haas F1 Team,"['M', 'H']","[8, 42]",1,50
2023,2,Saudi Arabian Grand Prix,11,22,TSU,AlphaTauri,"['M', 'H']","[17, 33]",1,50
2023,2,Saudi Arabian Grand Prix,12,27,HUL,Haas F1 Team,"['M', 'H']","[11, 39]",1,50
2023,2,Saudi Arabian Grand Prix,13,24,ZHO,Alfa Romeo,"['M', 'H', 'M']","[11, 7, 32]",2,50
2023,2,Saudi Arabian Grand Prix,14,21,DEV,AlphaTauri,"['M', 'H']","[17, 33]",1,50
2023,2,Saudi Arabian Grand Prix,15,81,PIA,McLaren,"['M', 'H']","[1, 49]",1,50
2023,2,Saudi Arabian Grand Prix,16,2,SAR,Williams,"['H', 'M']","[18, 32]",1,50
2023,2,Saudi Arabian Grand Prix,17,4,NOR,McLaren,"['S', 'H', 'M']","[2, 17, 31]",2,50
2023,2,Saudi Arabian Grand Prix,18,77,BOT,Alfa Romeo,"['M', 'H', 'M', 'S']","[9, 8, 18, 14]",3,49
2023,2,Saudi Arabian Grand Prix,DNF,23,ALB,Williams,"['M', 'H']","[17, 10]",1,27
2023,2,Saudi Arabian Grand Prix,DNF,18,STR,Aston Martin,"['M', 'H']","[12, 4]",1,16
2023,3,Australian Grand Prix,1,1,VER,Red Bull Racing,"['M', 'H', 'S', 'S']","[8, 47, 2, 1]",3,58
2023,3,Australian Grand Prix,2,44,HAM,Mercedes,"['M', 'H', 'S', 'S']","[8, 47, 2, 1]",3,58
2023,3,Australian Grand Prix,3,14,ALO,Aston Martin,"['M', 'H', 'S', 'S']","[8, 47, 2, 1]",3,58
2023,3,Australian Grand Prix,4,18,STR,Aston Martin,"['M', 'H', 'S', 'S']","[8, 47, 2, 1]",3,58
2023,3,Australian Grand Prix,5,11,PER,Red Bull Racing,"['H', 'M', 'H', 'H', 'S', 'S']","[1, 1, 6, 47, 2, 1]",5,58
2023,3,Australian Grand Prix,6,4,NOR,McLaren,"['M', 'H', 'S', 'S']","[8, 47, 2, 1]",3,58
2023,3,Australian Grand Prix,7,27,HUL,Haas F1 Team,"['M', 'H', 'S', 'S']","[8, 47, 2, 1]",3,58
2023,3,Australian Grand Prix,8,81,PIA,McLaren,"['M', 'H', 'S', 'S', 'S']","[8, 46, 1, 2, 1]",4,58
2023,3,Australian Grand Prix,9,24,ZHO,Alfa Romeo,"['S', 'H', 'H', 'S', 'S', 'S']","[1, 7, 46, 1, 2, 1]",5,58
2023,3,Australian Grand Prix,10,22,TSU,AlphaTauri,"['M', 'H', 'S', 'S', 'S']","[8, 46, 1, 2, 1]",4,58
2023,3,Australian Grand Prix,11,77,BOT,Alfa Romeo,"['S', 'H', 'H', 'S', 'S', 'S', 'S']","[1, 7, 45, 1, 1, 2, 1]",6,58
2023,3,Australian Grand Prix,12,55,SAI,Ferrari,"['M', 'H', 'H', 'S', 'S']","[7, 1, 47, 2, 1]",4,58
2023,3,Australian Grand Prix,13,10,GAS,Alpine,"['S', 'H', 'S']","[7, 47, 2]",2,56
2023,3,Australian Grand Prix,14,31,OCO,Alpine,"['S', 'H', 'H', 'S']","[0, 7, 47, 2]",3,56
2023,3,Australian Grand Prix,15,21,DEV,AlphaTauri,"['H', 'M', 'S', 'S', 'S']","[7, 37, 9, 1, 2]",4,56
2023,3,Australian Grand Prix,16,2,SAR,Williams,"['H', 'M', 'H', 'M', 'H', 'S', 'S']","[0, 1, 6, 28, 18, 1, 2]",6,56
2023,3,Australian Grand Prix,17,20,MAG,Haas F1 Team,"['M', 'H', 'H']","[6, 1, 45]",2,52
2023,3,Australian Grand Prix,DNF,63,RUS,Mercedes,"['M', 'H', 'H']","[6, 1, 10]",2,17
2023,3,Australian Grand Prix,DNF,23,ALB,Williams,['M'],[6],0,6
2023,3,Australian Grand Prix,DNF,16,LEC,Ferrari,['M'],[0],0,0
2023,4,Azerbaijan Grand Prix,1,11,PER,Red Bull Racing,"['M', 'H']","[11, 40]",1,51
2023,4,Azerbaijan Grand Prix,2,1,VER,Red Bull Racing,"['M', 'H']","[10, 41]",1,51
2023,4,Azerbaijan Grand Prix,3,16,LEC,Ferrari,"['M', 'H']","[11, 40]",1,51
2023,4,Azerbaijan Grand Prix,4,14,ALO,Aston Martin,"['M', 'H']","[11, 40]",1,51
2023,4,Azerbaijan Grand Prix,5,55,SAI,Ferrari,"['M', 'H']","[11, 40]",1,51
2023,4,Azerbaijan Grand Prix,6,44,HAM,Mercedes,"['M', 'H']","[9, 42]",1,51
2023,4,Azerbaijan Grand Prix,7,18,STR,Aston Martin,"['M', 'H']","[11, 40]",1,51
2023,4,Azerbaijan Grand Prix,8,63,RUS,Mercedes,"['M', 'H', 'S']","[11, 38, 2]",2,51
2023,4,Azerbaijan Grand Prix,9,4,NOR,McLaren,"['M', 'H']","[9, 42]",1,51
2023,4,Azerbaijan Grand Prix,10,22,TSU,AlphaTauri,"['M', 'H']","[8, 43]",1,51
2023,4,Azerbaijan Grand Prix,11,81,PIA,McLaren,"['M', 'H']","[8, 43]",1,51
2023,4,Azerbaijan Grand Prix,12,23,ALB,Williams,"['M', 'H']","[7, 44]",1,51
2023,4,Azerbaijan Grand Prix,13,20,MAG,Haas F1 Team,"['M', 'H']","[10, 41]",1,51
2023,4,Azerbaijan Grand Prix,14,10,GAS,Alpine,"['M', 'H', 'H']","[5, 18, 28]",2,51
2023,4,Azerbaijan Grand Prix,15,31,OCO,Alpine,"['H', 'S']","[50, 1]",1,51
2023,4,Azerbaijan Grand Prix,16,2,SAR,Williams,"['M', 'H']","[8, 43]",1,51
2023,4,Azerbaijan Grand Prix,17,27,HUL,Haas F1 Team,"['H', 'S']","[49, 1]",1,50
2023,4,Azerbaijan Grand Prix,18,77,BOT,Alfa Romeo,"['M', 'H', 'H', 'M']","[6, 6, 22, 16]",3,50
2023,4,Azerbaijan Grand Prix,DNF,24,ZHO,Alfa Romeo,"['M', 'H']","[11, 25]",1,36
2023,4,Azerbaijan Grand Prix,DNF,21,DEV,AlphaTauri,['H'],[9],0,9
2023,5,Miami Grand Prix,1,1,VER,Red Bull Racing,"['H', 'M']","[45, 12]",1,57
2023,5,Miami Grand Prix,2,11,PER,Red Bull Racing,"['M', 'H']","[20, 37]",1,57
2023,5,Miami Grand Prix,3,14,ALO,Aston Martin,"['M', 'H']","[24, 33]",1,57
2023,5,Miami Grand Prix,4,63,RUS,Mercedes,"['M', 'H']","[17, 40]",1,57
2023,5,Miami Grand Prix,5,55,SAI,Ferrari,"['M', 'H']","[18, 39]",1,57
2023,5,Miami Grand Prix,6,44,HAM,Mercedes,"['H', 'M']","[37, 20]",1,57
2023,5,Miami Grand Prix,7,16,LEC,Ferrari,"['M', 'H']","[17, 40]",1,57
2023,5,Miami Grand Prix,8,10,GAS,Alpine,"['M', 'H']","[15, 42]",1,57
2023,5,Miami Grand Prix,9,31,OCO,Alpine,"['H', 'M']","[39, 18]",1,57
2023,5,Miami Grand Prix,10,20,MAG,Haas F1 Team,"['M', 'H']","[14, 43]",1,57
2023,5,Miami Grand Prix,11,22,TSU,AlphaTauri,"['H', 'M']","[36, 21]",1,57
2023,5,Miami Grand Prix,12,18,STR,Aston Martin,"['H', 'M']","[42, 15]",1,57
2023,5,Miami Grand Prix,13,77,BOT,Alfa Romeo,"['M', 'H']","[15, 42]",1,57
2023,5,Miami Grand Prix,14,23,ALB,Williams,"['M', 'H']","[22, 35]",1,57
2023,5,Miami Grand Prix,15,27,HUL,Haas F1 Team,"['H', 'M']","[33, 24]",1,57
2023,5,Miami Grand Prix,16,24,ZHO,Alfa Romeo,"['H', 'M']","[31, 26]",1,57
2023,5,Miami Grand Prix,17,4,NOR,McLaren,"['S', 'H']","[4, 53]",1,57
2023,5,Miami Grand Prix,18,21,DEV,AlphaTauri,"['M', 'H']","[15, 42]",1,57
2023,5,Miami Grand Prix,19,81,PIA,McLaren,"['S', 'H']","[5, 51]",1,56
2023,5,Miami Grand Prix,20,2,SAR,Williams,"['M', 'H']","[2, 54]",1,56
2023,6,Monaco Grand Prix,1,1,VER,Red Bull Racing,"['M', 'I']","[55, 23]",1,78
2023,6,Monaco Grand Prix,2,14,ALO,Aston Martin,"['H', 'M', 'I']","[54, 1, 23]",2,78
2023,6,Monaco Grand Prix,3,31,OCO,Alpine,"['M', 'H', 'I']","[32, 22, 24]",2,78
2023,6,Monaco Grand Prix,4,44,HAM,Mercedes,"['M', 'H', 'I']","[31, 23, 24]",2,78
2023,6,Monaco Grand Prix,5,63,RUS,Mercedes,"['H', 'I']","[54, 24]",1,78
2023,6,Monaco Grand Prix,6,16,LEC,Ferrari,"['H', 'M', 'I']","[44, 11, 23]",2,78
2023,6,Monaco Grand Prix,7,10,GAS,Alpine,"['H', 'M', 'I']","[47, 7, 24]",2,78
2023,6,Monaco Grand Prix,8,55,SAI,Ferrari,"['H', 'M', 'I']","[33, 22, 23]",2,78
2023,6,Monaco Grand Prix,9,4,NOR,McLaren,"['M', 'H', 'I']","[50, 4, 23]",2,77
2023,6,Monaco Grand Prix,10,81,PIA,McLaren,"['H', 'I']","[54, 23]",1,77
2023,6,Monaco Grand Prix,11,77,BOT,Alfa Romeo,"['H', 'I']","[51, 26]",1,77
2023,6,Monaco Grand Prix,12,21,DEV,AlphaTauri,"['M', 'I']","[53, 24]",1,77
